Slot,Frame,Texture,Delay,U0,V0,U1,V1,U2,V2,U3,V3
0,25,9,0.019999999552965164,0.6085318922996521,0.24731439352035522,0.6085318922996521,0.0020799636840820312,0.8537663817405701,0.0020799636840820312,0.8537663817405701,0.24731439352035522
0,26,9,0.019999999552965164,0.6127442717552185,0.24731439352035522,0.6127442717552185,0.0020799636840820312,0.8579787611961365,0.0020799636840820312,0.8579787611961365,0.24731439352035522
0,27,9,0.019999999552965164,0.6169565916061401,0.24731439352035522,0.6169565916061401,0.0020799636840820312,0.8621910810470581,0.0020799636840820312,0.8621910810470581,0.24731439352035522
0,28,9,0.019999999552965164,0.6211689710617065,0.24731439352035522,0.6211689710617065,0.0020799636840820312,0.8664034605026245,0.0020799636840820312,0.8664034605026245,0.24731439352035522
0,29,9,0.019999999552965164,0.625381350517273,0.24731439352035522,0.625381350517273,0.0020799636840820312,0.8706158399581909,0.0020799636840820312,0.8706158399581909,0.24731439352035522
0,30,9,0.019999999552965164,0.6295936703681946,0.24731439352035522,0.6295936703681946,0.0020799636840820312,0.8748281598091125,0.0020799636840820312,0.8748281598091125,0.24731439352035522
0,31,9,0.019999999552965164,0.633806049823761,0.24731439352035522,0.633806049823761,0.0020799636840820312,0.879040539264679,0.0020799636840820312,0.879040539264679,0.24731439352035522
0,32,9,0.019999999552965164,0.6380184292793274,0.24731439352035522,0.6380184292793274,0.0020799636840820312,0.8832529187202454,0.0020799636840820312,0.8832529187202454,0.24731439352035522
0,33,9,0.019999999552965164,0.642230749130249,0.24731439352035522,0.642230749130249,0.0020799636840820312,0.887465238571167,0.0020799636840820312,0.887465238571167,0.24731439352035522
0,34,9,0.019999999552965164,0.6464431285858154,0.24731439352035522,0.6464431285858154,0.0020799636840820312,0.8916776180267334,0.0020799636840820312,0.8916776180267334,0.24731439352035522
0,35,9,0.019999999552965164,0.6506555080413818,0.24731439352035522,0.6506555080413818,0.0020799636840820312,0.8958899974822998,0.0020799636840820312,0.8958899974822998,0.24731439352035522
0,36,9,0.019999999552965164,0.6548678874969482,0.24731439352035522,0.6548678874969482,0.0020799636840820312,0.9001023769378662,0.0020799636840820312,0.9001023769378662,0.24731439352035522
0,37,9,0.019999999552965164,0.6590802073478699,0.24731439352035522,0.6590802073478699,0.0020799636840820312,0.9043146967887878,0.0020799636840820312,0.9043146967887878,0.24731439352035522
0,38,9,0.019999999552965164,0.6632925868034363,0.24731439352035522,0.6632925868034363,0.0020799636840820312,0.9085270762443542,0.0020799636840820312,0.9085270762443542,0.24731439352035522
0,39,9,0.019999999552965164,0.6675049662590027,0.24731439352035522,0.6675049662590027,0.0020799636840820312,0.9127394556999207,0.0020799636840820312,0.9127394556999207,0.24731439352035522
0,40,9,0.019999999552965164,0.6717172861099243,0.24731439352035522,0.6717172861099243,0.0020799636840820312,0.9169517755508423,0.0020799636840820312,0.9169517755508423,0.24731439352035522
0,41,9,0.019999999552965164,0.6759296655654907,0.24731439352035522,0.6759296655654907,0.0020799636840820312,0.9211641550064087,0.0020799636840820312,0.9211641550064087,0.24731439352035522
0,42,9,0.019999999552965164,0.6801420450210571,0.24731439352035522,0.6801420450210571,0.0020799636840820312,0.9253765344619751,0.0020799636840820312,0.9253765344619751,0.24731439352035522
0,43,9,0.019999999552965164,0.6843544244766235,0.24731439352035522,0.6843544244766235,0.0020799636840820312,0.9295889139175415,0.0020799636840820312,0.9295889139175415,0.24731439352035522
0,44,9,0.019999999552965164,0.6885667443275452,0.24731439352035522,0.6885667443275452,0.0020799636840820312,0.9338012337684631,0.0020799636840820312,0.9338012337684631,0.24731439352035522
0,45,9,0.019999999552965164,0.6927791237831116,0.24731439352035522,0.6927791237831116,0.0020799636840820312,0.9380136132240295,0.0020799636840820312,0.9380136132240295,0.24731439352035522
0,46,9,0.019999999552965164,0.696991503238678,0.24731439352035522,0.696991503238678,0.0020799636840820312,0.942225992679596,0.0020799636840820312,0.942225992679596,0.24731439352035522
0,47,9,0.019999999552965164,0.7012038230895996,0.24731439352035522,0.7012038230895996,0.0020799636840820312,0.9464383125305176,0.0020799636840820312,0.9464383125305176,0.24731439352035522
0,48,9,0.019999999552965164,0.705416202545166,0.24731439352035522,0.705416202545166,0.0020799636840820312,0.950650691986084,0.0020799636840820312,0.950650691986084,0.24731439352035522
0,49,9,0.019999999552965164,0.7096285820007324,0.24731439352035522,0.7096285820007324,0.0020799636840820312,0.9548630714416504,0.0020799636840820312,0.9548630714416504,0.24731439352035522
0,50,9,0.019999999552965164,0.7138409614562988,0.24731439352035522,0.7138409614562988,0.0020799636840820312,0.9590754508972168,0.0020799636840820312,0.9590754508972168,0.24731439352035522
0,51,9,0.019999999552965164,0.7180532813072205,0.24731439352035522,0.7180532813072205,0.0020799636840820312,0.9632877707481384,0.0020799636840820312,0.9632877707481384,0.24731439352035522
0,52,9,0.019999999552965164,0.7222656607627869,0.24731439352035522,0.7222656607627869,0.0020799636840820312,0.9675001502037048,0.0020799636840820312,0.9675001502037048,0.24731439352035522
0,53,9,0.019999999552965164,0.7264780402183533,0.24731439352035522,0.7264780402183533,0.0020799636840820312,0.9717125296592712,0.0020799636840820312,0.9717125296592712,0.24731439352035522
0,54,9,0.019999999552965164,0.7306903600692749,0.24731439352035522,0.7306903600692749,0.0020799636840820312,0.9759248495101929,0.0020799636840820312,0.9759248495101929,0.24731439352035522
0,55,9,0.019999999552965164,0.7349027395248413,0.24731439352035522,0.7349027395248413,0.0020799636840820312,0.9801372289657593,0.0020799636840820312,0.9801372289657593,0.24731439352035522
0,56,9,0.019999999552965164,0.7391151189804077,0.24731439352035522,0.7391151189804077,0.0020799636840820312,0.9843496084213257,0.0020799636840820312,0.9843496084213257,0.24731439352035522
0,57,9,0.019999999552965164,0.7433274984359741,0.24731439352035522,0.7433274984359741,0.0020799636840820312,0.9885619878768921,0.0020799636840820312,0.9885619878768921,0.24731439352035522
0,58,9,0.019999999552965164,0.7475398182868958,0.24731439352035522,0.7475398182868958,0.0020799636840820312,0.9927743077278137,0.0020799636840820312,0.9927743077278137,0.24731439352035522
0,59,9,0.019999999552965164,0.7517521977424622,0.24731439352035522,0.7517521977424622,0.0020799636840820312,0.9969866871833801,0.0020799636840820312,0.9969866871833801,0.24731439352035522

1,0,9,0.05000000074505806,0.5645314455032349,0.1860058307647705,0.5645314455032349,0.06338858604431152,0.6871486902236938,0.06338858604431152,0.6871486902236938,0.1860058307647705
1,1,9,0.05000000074505806,0.5666322873420074,0.1860058307647705,0.5666322873420074,0.06338858604431152,0.6892495320624664,0.06338858604431152,0.6892495320624664,0.1860058307647705
1,2,9,0.05000000074505806,0.56873312918078,0.1860058307647705,0.56873312918078,0.06338858604431152,0.6913503739012389,0.06338858604431152,0.6913503739012389,0.1860058307647705
1,3,9,0.05000000074505806,0.5708339710195526,0.1860058307647705,0.5708339710195526,0.06338858604431152,0.6934512157400115,0.06338858604431152,0.6934512157400115,0.1860058307647705
1,4,9,0.05000000074505806,0.5729348128583251,0.1860058307647705,0.5729348128583251,0.06338858604431152,0.695552057578784,0.06338858604431152,0.695552057578784,0.1860058307647705
1,5,9,0.05000000074505806,0.5750356546970977,0.18600583076477054,0.5750356546970977,0.06338858604431152,0.6976528994175567,0.06338858604431152,0.6976528994175567,0.18600583076477054
1,6,9,0.05000000074505806,0.5771364965358702,0.1860058307647705,0.5771364965358702,0.06338858604431152,0.6997537412563292,0.06338858604431152,0.6997537412563292,0.1860058307647705
1,7,9,0.05000000074505806,0.5792373383746428,0.1860058307647705,0.5792373383746428,0.06338858604431152,0.7018545830951017,0.06338858604431152,0.7018545830951017,0.1860058307647705
1,8,9,0.05000000074505806,0.5813381802134153,0.1860058307647705,0.5813381802134153,0.06338858604431152,0.7039554249338743,0.06338858604431152,0.7039554249338743,0.1860058307647705
1,9,9,0.05000000074505806,0.5834390220521879,0.18600583076477054,0.5834390220521879,0.06338858604431152,0.7060562667726469,0.06338858604431152,0.7060562667726469,0.18600583076477054
1,10,9,0.05000000074505806,0.5855398638909604,0.1860058307647705,0.5855398638909604,0.06338858604431152,0.7081571086114193,0.06338858604431152,0.7081571086114193,0.1860058307647705
1,11,9,0.05000000074505806,0.5876407057297329,0.1860058307647705,0.5876407057297329,0.06338858604431152,0.7102579504501919,0.06338858604431152,0.7102579504501919,0.1860058307647705
1,12,9,0.05000000074505806,0.5897415475685055,0.18600583076477054,0.5897415475685055,0.06338858604431152,0.7123587922889645,0.06338858604431152,0.7123587922889645,0.18600583076477054
1,13,9,0.05000000074505806,0.5918423894072781,0.1860058307647705,0.5918423894072781,0.06338858604431152,0.7144596341277369,0.06338858604431152,0.7144596341277369,0.1860058307647705
1,14,9,0.05000000074505806,0.5939432312460506,0.1860058307647705,0.5939432312460506,0.06338858604431152,0.7165604759665096,0.06338858604431152,0.7165604759665096,0.1860058307647705
1,15,9,0.05000000074505806,0.5960440730848232,0.1860058307647705,0.5960440730848232,0.06338858604431152,0.7186613178052822,0.06338858604431152,0.7186613178052822,0.1860058307647705
1,16,9,0.05000000074505806,0.5981449149235958,0.1860058307647705,0.5981449149235958,0.06338858604431152,0.7207621596440548,0.06338858604431152,0.7207621596440548,0.1860058307647705
1,17,9,0.05000000074505806,0.6002457567623684,0.1860058307647705,0.6002457567623684,0.06338858604431152,0.7228630014828273,0.06338858604431152,0.7228630014828273,0.1860058307647705
1,18,9,0.05000000074505806,0.6023465986011409,0.18600583076477048,0.6023465986011409,0.06338858604431152,0.7249638433215999,0.06338858604431152,0.7249638433215999,0.18600583076477048
1,19,9,0.05000000074505806,0.6044474404399135,0.1860058307647705,0.6044474404399135,0.06338858604431152,0.7270646851603724,0.06338858604431152,0.7270646851603724,0.1860058307647705
1,20,9,0.05000000074505806,0.606548282278686,0.18600583076477048,0.606548282278686,0.06338858604431152,0.729165526999145,0.06338858604431152,0.729165526999145,0.18600583076477048
1,21,9,0.05000000074505806,0.6086491241174585,0.1860058307647705,0.6086491241174585,0.06338858604431152,0.7312663688379175,0.06338858604431152,0.7312663688379175,0.1860058307647705
1,22,9,0.05000000074505806,0.6107499659562311,0.1860058307647705,0.6107499659562311,0.06338858604431152,0.7333672106766902,0.06338858604431152,0.7333672106766902,0.1860058307647705
1,23,9,0.05000000074505806,0.6128508077950037,0.1860058307647705,0.6128508077950037,0.06338858604431152,0.7354680525154628,0.06338858604431152,0.7354680525154628,0.1860058307647705
1,24,9,0.05000000074505806,0.6149516496337764,0.1860058307647705,0.6149516496337764,0.06338858604431152,0.7375688943542352,0.06338858604431152,0.7375688943542352,0.1860058307647705
1,25,9,0.05000000074505806,0.6170524914725488,0.1860058307647705,0.6170524914725488,0.06338858604431152,0.7396697361930078,0.06338858604431152,0.7396697361930078,0.1860058307647705
1,26,9,0.05000000074505806,0.6191533333113214,0.1860058307647705,0.6191533333113214,0.06338858604431152,0.7417705780317804,0.06338858604431152,0.7417705780317804,0.1860058307647705
1,27,9,0.05000000074505806,0.621254175150094,0.1860058307647705,0.621254175150094,0.06338858604431152,0.7438714198705529,0.06338858604431152,0.7438714198705529,0.1860058307647705
1,28,9,0.05000000074505806,0.6233550169888664,0.1860058307647705,0.6233550169888664,0.06338858604431152,0.7459722617093254,0.06338858604431152,0.7459722617093254,0.1860058307647705
1,29,9,0.05000000074505806,0.625455858827639,0.1860058307647705,0.625455858827639,0.06338858604431152,0.748073103548098,0.06338858604431152,0.748073103548098,0.1860058307647705
1,30,9,0.05000000074505806,0.6275567006664116,0.1860058307647705,0.6275567006664116,0.06338858604431152,0.7501739453868705,0.06338858604431152,0.7501739453868705,0.1860058307647705
1,31,9,0.05000000074505806,0.6296575425051842,0.1860058307647705,0.6296575425051842,0.06338858604431152,0.7522747872256432,0.06338858604431152,0.7522747872256432,0.1860058307647705
1,32,9,0.05000000074505806,0.6317583843439567,0.1860058307647705,0.6317583843439567,0.06338858604431152,0.7543756290644157,0.06338858604431152,0.7543756290644157,0.1860058307647705
1,33,9,0.05000000074505806,0.6338592261827293,0.1860058307647705,0.6338592261827293,0.06338858604431152,0.7564764709031883,0.06338858604431152,0.7564764709031883,0.1860058307647705
1,34,9,0.05000000074505806,0.6359600680215018,0.1860058307647705,0.6359600680215018,0.06338858604431152,0.7585773127419608,0.06338858604431152,0.7585773127419608,0.1860058307647705
1,35,9,0.05000000074505806,0.6380609098602743,0.1860058307647705,0.6380609098602743,0.06338858604431152,0.7606781545807333,0.06338858604431152,0.7606781545807333,0.1860058307647705
1,36,9,0.05000000074505806,0.6401617516990469,0.1860058307647705,0.6401617516990469,0.06338858604431152,0.7627789964195059,0.06338858604431152,0.7627789964195059,0.1860058307647705
1,37,9,0.05000000074505806,0.6422625935378194,0.1860058307647705,0.6422625935378194,0.06338858604431152,0.7648798382582784,0.06338858604431152,0.7648798382582784,0.1860058307647705
1,38,9,0.05000000074505806,0.6443634353765921,0.1860058307647705,0.6443634353765921,0.06338858604431152,0.7669806800970511,0.06338858604431152,0.7669806800970511,0.1860058307647705
1,39,9,0.05000000074505806,0.6464642772153646,0.18600583076477054,0.6464642772153646,0.06338858604431152,0.7690815219358236,0.06338858604431152,0.7690815219358236,0.18600583076477054
1,40,9,0.05000000074505806,0.6485651190541372,0.1860058307647705,0.6485651190541372,0.06338858604431152,0.7711823637745961,0.06338858604431152,0.7711823637745961,0.1860058307647705
1,41,9,0.05000000074505806,0.6506659608929097,0.1860058307647705,0.6506659608929097,0.06338858604431152,0.7732832056133687,0.06338858604431152,0.7732832056133687,0.1860058307647705
1,42,9,0.05000000074505806,0.6527668027316822,0.1860058307647705,0.6527668027316822,0.06338858604431152,0.7753840474521412,0.06338858604431152,0.7753840474521412,0.1860058307647705
1,43,9,0.05000000074505806,0.6548676445704548,0.1860058307647705,0.6548676445704548,0.06338858604431152,0.7774848892909137,0.06338858604431152,0.7774848892909137,0.1860058307647705
1,44,9,0.05000000074505806,0.6569684864092273,0.1860058307647705,0.6569684864092273,0.06338858604431152,0.7795857311296863,0.06338858604431152,0.7795857311296863,0.1860058307647705
1,45,9,0.05000000074505806,0.659069328248,0.1860058307647705,0.659069328248,0.06338858604431152,0.7816865729684589,0.06338858604431152,0.7816865729684589,0.1860058307647705
1,46,9,0.05000000074505806,0.6611701700867725,0.1860058307647705,0.6611701700867725,0.06338858604431152,0.7837874148072315,0.06338858604431152,0.7837874148072315,0.1860058307647705
1,47,9,0.05000000074505806,0.663271011925545,0.1860058307647705,0.663271011925545,0.06338858604431152,0.7858882566460041,0.06338858604431152,0.7858882566460041,0.1860058307647705
1,48,9,0.05000000074505806,0.6653718537643176,0.1860058307647705,0.6653718537643176,0.06338858604431152,0.7879890984847766,0.06338858604431152,0.7879890984847766,0.1860058307647705
1,49,9,0.05000000074505806,0.6674726956030901,0.1860058307647705,0.6674726956030901,0.06338858604431152,0.7900899403235491,0.06338858604431152,0.7900899403235491,0.1860058307647705
1,50,9,0.05000000074505806,0.6695735374418627,0.1860058307647705,0.6695735374418627,0.06338858604431152,0.7921907821623217,0.06338858604431152,0.7921907821623217,0.1860058307647705
1,51,9,0.05000000074505806,0.6716743792806352,0.1860058307647705,0.6716743792806352,0.06338858604431152,0.7942916240010942,0.06338858604431152,0.7942916240010942,0.1860058307647705
1,52,9,0.05000000074505806,0.6737752211194079,0.1860058307647705,0.6737752211194079,0.06338858604431152,0.7963924658398669,0.06338858604431152,0.7963924658398669,0.1860058307647705
1,53,9,0.05000000074505806,0.6758760629581804,0.1860058307647705,0.6758760629581804,0.06338858604431152,0.7984933076786395,0.06338858604431152,0.7984933076786395,0.1860058307647705
1,54,9,0.05000000074505806,0.677976904796953,0.1860058307647705,0.677976904796953,0.06338858604431152,0.800594149517412,0.06338858604431152,0.800594149517412,0.1860058307647705
1,55,9,0.05000000074505806,0.6800777466357255,0.1860058307647705,0.6800777466357255,0.06338858604431152,0.8026949913561845,0.06338858604431152,0.8026949913561845,0.1860058307647705
1,56,9,0.05000000074505806,0.682178588474498,0.1860058307647705,0.682178588474498,0.06338858604431152,0.8047958331949571,0.06338858604431152,0.8047958331949571,0.1860058307647705
1,57,9,0.05000000074505806,0.6842794303132707,0.1860058307647705,0.6842794303132707,0.06338858604431152,0.8068966750337296,0.06338858604431152,0.8068966750337296,0.1860058307647705
1,58,9,0.05000000074505806,0.6863802721520431,0.1860058307647705,0.6863802721520431,0.06338858604431152,0.8089975168725021,0.06338858604431152,0.8089975168725021,0.1860058307647705
1,59,9,0.05000000074505806,0.6884811139908158,0.1860058307647705,0.6884811139908158,0.06338858604431152,0.8110983587112748,0.06338858604431152,0.8110983587112748,0.1860058307647705
1,60,9,0.05000000074505806,0.6905819558295883,0.1860058307647705,0.6905819558295883,0.06338858604431152,0.8131992005500472,0.06338858604431152,0.8131992005500472,0.1860058307647705
1,61,9,0.05000000074505806,0.6926827976683608,0.1860058307647705,0.6926827976683608,0.06338858604431152,0.8153000423888199,0.06338858604431152,0.8153000423888199,0.1860058307647705
1,62,9,0.05000000074505806,0.6947836395071334,0.1860058307647705,0.6947836395071334,0.06338858604431152,0.8174008842275924,0.06338858604431152,0.8174008842275924,0.1860058307647705
1,63,9,0.05000000074505806,0.6968844813459061,0.1860058307647705,0.6968844813459061,0.06338858604431152,0.819501726066365,0.06338858604431152,0.819501726066365,0.1860058307647705
1,64,9,0.05000000074505806,0.6989853231846785,0.1860058307647705,0.6989853231846785,0.06338858604431152,0.8216025679051375,0.06338858604431152,0.8216025679051375,0.1860058307647705
1,65,9,0.05000000074505806,0.701086165023451,0.1860058307647705,0.701086165023451,0.06338858604431152,0.82370340974391,0.06338858604431152,0.82370340974391,0.1860058307647705
1,66,9,0.05000000074505806,0.7031870068622237,0.1860058307647705,0.7031870068622237,0.06338858604431152,0.8258042515826827,0.06338858604431152,0.8258042515826827,0.1860058307647705
1,67,9,0.05000000074505806,0.7052878487009961,0.1860058307647705,0.7052878487009961,0.06338858604431152,0.8279050934214551,0.06338858604431152,0.8279050934214551,0.1860058307647705
1,68,9,0.05000000074505806,0.7073886905397687,0.1860058307647705,0.7073886905397687,0.06338858604431152,0.8300059352602278,0.06338858604431152,0.8300059352602278,0.1860058307647705
1,69,9,0.05000000074505806,0.7094895323785413,0.1860058307647705,0.7094895323785413,0.06338858604431152,0.8321067770990004,0.06338858604431152,0.8321067770990004,0.1860058307647705
1,70,9,0.05000000074505806,0.7115903742173139,0.1860058307647705,0.7115903742173139,0.06338858604431152,0.8342076189377728,0.06338858604431152,0.8342076189377728,0.1860058307647705
1,71,9,0.05000000074505806,0.7136912160560864,0.1860058307647705,0.7136912160560864,0.06338858604431152,0.8363084607765454,0.06338858604431152,0.8363084607765454,0.1860058307647705
1,72,9,0.05000000074505806,0.715792057894859,0.1860058307647705,0.715792057894859,0.06338858604431152,0.8384093026153179,0.06338858604431152,0.8384093026153179,0.1860058307647705
1,73,9,0.05000000074505806,0.7178928997336316,0.1860058307647705,0.7178928997336316,0.06338858604431152,0.8405101444540906,0.06338858604431152,0.8405101444540906,0.1860058307647705
1,74,9,0.05000000074505806,0.719993741572404,0.1860058307647705,0.719993741572404,0.06338858604431152,0.8426109862928631,0.06338858604431152,0.8426109862928631,0.1860058307647705
1,75,9,0.05000000074505806,0.7220945834111767,0.1860058307647705,0.7220945834111767,0.06338858604431152,0.8447118281316357,0.06338858604431152,0.8447118281316357,0.1860058307647705
1,76,9,0.05000000074505806,0.7241954252499493,0.1860058307647705,0.7241954252499493,0.06338858604431152,0.8468126699704083,0.06338858604431152,0.8468126699704083,0.1860058307647705
1,77,9,0.05000000074505806,0.7262962670887217,0.1860058307647705,0.7262962670887217,0.06338858604431152,0.8489135118091807,0.06338858604431152,0.8489135118091807,0.1860058307647705
1,78,9,0.05000000074505806,0.7283971089274943,0.1860058307647705,0.7283971089274943,0.06338858604431152,0.8510143536479533,0.06338858604431152,0.8510143536479533,0.1860058307647705
1,79,9,0.05000000074505806,0.7304979507662668,0.1860058307647705,0.7304979507662668,0.06338858604431152,0.8531151954867259,0.06338858604431152,0.8531151954867259,0.1860058307647705
1,80,9,0.05000000074505806,0.7325987926050395,0.1860058307647705,0.7325987926050395,0.06338858604431152,0.8552160373254984,0.06338858604431152,0.8552160373254984,0.1860058307647705
1,81,9,0.05000000074505806,0.734699634443812,0.1860058307647705,0.734699634443812,0.06338858604431152,0.857316879164271,0.06338858604431152,0.857316879164271,0.1860058307647705
1,82,9,0.05000000074505806,0.7368004762825845,0.1860058307647705,0.7368004762825845,0.06338858604431152,0.8594177210030436,0.06338858604431152,0.8594177210030436,0.1860058307647705
1,83,9,0.05000000074505806,0.7389013181213571,0.1860058307647705,0.7389013181213571,0.06338858604431152,0.861518562841816,0.06338858604431152,0.861518562841816,0.1860058307647705
1,84,9,0.05000000074505806,0.7410021599601297,0.1860058307647705,0.7410021599601297,0.06338858604431152,0.8636194046805886,0.06338858604431152,0.8636194046805886,0.1860058307647705
1,85,9,0.05000000074505806,0.7431030017989022,0.1860058307647705,0.7431030017989022,0.06338858604431152,0.8657202465193612,0.06338858604431152,0.8657202465193612,0.1860058307647705
1,86,9,0.05000000074505806,0.7452038436376748,0.1860058307647705,0.7452038436376748,0.06338858604431152,0.8678210883581338,0.06338858604431152,0.8678210883581338,0.1860058307647705
1,87,9,0.05000000074505806,0.7473046854764474,0.1860058307647705,0.7473046854764474,0.06338858604431152,0.8699219301969063,0.06338858604431152,0.8699219301969063,0.1860058307647705
1,88,9,0.05000000074505806,0.7494055273152199,0.1860058307647705,0.7494055273152199,0.06338858604431152,0.8720227720356789,0.06338858604431152,0.8720227720356789,0.1860058307647705
1,89,9,0.05000000074505806,0.7515063691539925,0.1860058307647705,0.7515063691539925,0.06338858604431152,0.8741236138744515,0.06338858604431152,0.8741236138744515,0.1860058307647705
1,90,9,0.05000000074505806,0.7536072109927651,0.1860058307647705,0.7536072109927651,0.06338858604431152,0.8762244557132239,0.06338858604431152,0.8762244557132239,0.1860058307647705
1,91,9,0.05000000074505806,0.7557080528315375,0.1860058307647705,0.7557080528315375,0.06338858604431152,0.8783252975519965,0.06338858604431152,0.8783252975519965,0.1860058307647705
1,92,9,0.05000000074505806,0.7578088946703101,0.1860058307647705,0.7578088946703101,0.06338858604431152,0.8804261393907691,0.06338858604431152,0.8804261393907691,0.1860058307647705
1,93,9,0.05000000074505806,0.7599097365090828,0.1860058307647705,0.7599097365090828,0.06338858604431152,0.8825269812295417,0.06338858604431152,0.8825269812295417,0.1860058307647705
1,94,9,0.05000000074505806,0.7620105783478552,0.1860058307647705,0.7620105783478552,0.06338858604431152,0.8846278230683142,0.06338858604431152,0.8846278230683142,0.1860058307647705
1,95,9,0.05000000074505806,0.7641114201866278,0.1860058307647705,0.7641114201866278,0.06338858604431152,0.8867286649070869,0.06338858604431152,0.8867286649070869,0.1860058307647705
1,96,9,0.05000000074505806,0.7662122620254004,0.1860058307647705,0.7662122620254004,0.06338858604431152,0.8888295067458594,0.06338858604431152,0.8888295067458594,0.1860058307647705
1,97,9,0.05000000074505806,0.7683131038641728,0.1860058307647705,0.7683131038641728,0.06338858604431152,0.8909303485846318,0.06338858604431152,0.8909303485846318,0.1860058307647705
1,98,9,0.05000000074505806,0.7704139457029454,0.1860058307647705,0.7704139457029454,0.06338858604431152,0.8930311904234044,0.06338858604431152,0.8930311904234044,0.1860058307647705
